user_id,prediction_timestamp,search_count,view_count,wishlist_count,cart_count,purchase_count_before_prediction,total_event_count,activity_days,recency_hours,distinct_products_viewed,distinct_categories_interacted,average_interacted_product_price,average_carted_product_price,purchased_within_7_days
364,2026-05-05,3,5,0,0,,8,3,437.92950960361117,3,3,6499.0,0.0,0
365,2026-05-05,3,6,0,0,,9,3,510.8782726591666,2,1,11665.666666666666,0.0,0
366,2026-05-05,2,4,2,0,,8,2,194.18737222805555,2,2,5749.0,0.0,0
368,2026-05-05,3,6,0,0,,9,3,166.24476810527779,2,1,10332.333333333334,0.0,0
369,2026-05-05,2,4,1,1,,8,2,65.35866251916667,2,2,7249.0,6999.0,0
370,2026-05-05,2,4,1,0,,7,2,116.98413881527777,1,1,4999.0,0.0,0
371,2026-05-05,2,5,1,0,,8,2,837.5821731794445,3,2,8999.0,0.0,0
372,2026-05-05,2,4,1,2,2.0,11,2,597.3670195991666,1,1,4999.0,4999.0,1
373,2026-05-05,4,6,1,0,,11,4,297.8514908713889,2,2,7544.454545454545,0.0,0
374,2026-05-05,1,2,0,0,,3,1,646.5768894141667,2,1,10332.333333333334,0.0,0
375,2026-05-05,1,1,0,0,,2,1,594.0341167755556,1,1,8999.0,0.0,0
376,2026-05-05,3,9,2,0,,14,3,151.4122389158333,2,2,5284.714285714285,0.0,0
377,2026-05-05,5,12,2,5,3.0,27,6,68.70496427611111,1,1,6999.0,6999.0,0
378,2026-05-05,3,7,0,0,,10,3,611.0649569511111,2,2,5799.0,0.0,0
380,2026-05-05,3,8,3,3,3.0,20,3,433.2583772416666,1,1,4999.0,4999.0,0
381,2026-05-05,1,3,0,0,,4,1,763.8000778430555,2,2,6499.0,0.0,0
383,2026-05-05,4,5,1,0,,10,4,65.36413990027778,3,2,10999.0,0.0,0
385,2026-05-05,4,7,0,0,,11,4,256.548927165,3,2,10453.545454545454,0.0,0
386,2026-05-05,5,8,0,0,,13,5,55.39286292888889,3,2,10537.461538461539,0.0,0
387,2026-05-05,2,4,1,2,1.0,10,2,261.95738169055556,2,1,10199.0,10999.0,0
388,2026-05-05,4,8,3,0,,15,4,23.525121097777777,3,2,8332.333333333334,0.0,0
389,2026-05-05,4,9,1,1,,15,2,918.1953899333333,2,2,7132.333333333333,6999.0,0
390,2026-05-05,4,8,3,0,,15,4,349.43616170250004,2,1,12732.333333333334,0.0,0
391,2026-05-05,1,1,0,0,,2,1,1116.9410936541667,1,1,8999.0,0.0,0
392,2026-05-05,2,5,1,0,,8,2,115.72671892722224,3,2,8499.0,0.0,0
393,2026-05-05,3,7,1,0,,11,3,282.59786408916665,3,2,10635.363636363636,0.0,0
394,2026-05-05,2,3,0,0,,5,2,578.134384175,1,1,6999.0,0.0,0
396,2026-05-05,3,5,1,0,,9,3,174.36445168333333,1,1,4999.0,0.0,0
397,2026-05-05,6,11,2,1,,20,6,70.46844826833333,2,2,6199.0,12999.0,0
398,2026-05-05,3,7,2,2,,14,3,89.79544601555557,3,2,10999.0,12999.0,0
399,2026-05-05,2,4,0,0,,6,2,134.07317177916667,1,1,6999.0,0.0,0
400,2026-05-05,2,5,0,0,,7,2,127.94066188777778,1,1,4999.0,0.0,0
401,2026-05-05,2,5,0,0,,7,2,226.93137441972223,2,1,11856.142857142857,0.0,0
402,2026-05-05,1,3,1,1,,6,1,1080.4652236902778,2,1,9665.666666666666,8999.0,0
403,2026-05-05,1,2,0,0,,3,1,829.6010723280556,1,1,6999.0,0.0,0
404,2026-05-05,2,4,2,2,2.0,12,2,562.3300976444444,1,1,6999.0,6999.0,0
405,2026-05-05,2,4,1,1,1.0,9,2,169.60661293888887,2,2,6776.777777777777,6999.0,0
406,2026-05-05,2,4,0,0,,6,2,1089.3419894344445,1,1,6999.0,0.0,0
407,2026-05-05,3,6,2,0,,11,3,175.44084841555556,4,3,7544.454545454545,0.0,0
408,2026-05-05,1,2,0,0,,3,1,199.85352327222222,1,1,6999.0,0.0,0
409,2026-05-05,4,9,2,1,,16,3,389.2066037247222,3,2,10374.0,8999.0,0
410,2026-05-05,2,5,0,0,,7,2,188.6613603088889,2,2,5856.142857142857,0.0,0
411,2026-05-05,3,5,2,1,,11,3,61.112999036111106,2,2,6817.181818181818,6999.0,0
412,2026-05-05,2,4,0,0,,6,2,211.82760160194445,3,3,7332.333333333333,0.0,0
415,2026-05-05,4,6,1,0,,11,4,11.658482872777778,2,2,5726.272727272727,0.0,0
416,2026-05-05,1,3,0,0,,4,1,357.3931342091667,1,1,4999.0,0.0,0
417,2026-05-05,2,4,0,0,,6,3,575.8105397347223,3,3,7332.333333333333,0.0,0
418,2026-05-05,2,5,0,0,,7,2,200.59486762555557,3,3,8427.57142857143,0.0,0
419,2026-05-05,2,3,2,0,,7,2,754.3249827130555,2,1,9570.42857142857,0.0,0
420,2026-05-05,1,1,0,0,,2,1,1120.9908643586111,1,1,8999.0,0.0,0
421,2026-05-05,3,5,1,0,,9,3,105.46489632555556,1,1,4999.0,0.0,0
423,2026-05-05,2,3,2,1,1.0,9,2,350.4267728941666,2,2,8999.0,6999.0,0
424,2026-05-05,3,6,2,0,,11,3,10.001755153888888,3,3,5908.090909090909,0.0,0
425,2026-05-05,2,4,1,0,,7,2,319.4506158552778,2,2,5570.428571428572,0.0,0
426,2026-05-05,2,3,2,2,2.0,11,2,27.55860225138889,1,1,6999.0,6999.0,0
427,2026-05-05,3,6,1,0,,10,3,235.22317868416667,1,1,4999.0,0.0,0
428,2026-05-05,2,4,0,2,,8,2,814.5957004733333,2,1,11499.0,10999.0,0
429,2026-05-05,5,11,3,0,,19,4,29.69256271472222,2,1,11525.315789473685,0.0,0
430,2026-05-05,4,10,0,0,,14,4,349.0620474516667,2,1,11284.714285714286,0.0,0
432,2026-05-05,1,2,1,0,,4,1,1062.8551995125001,1,1,8999.0,0.0,0
433,2026-05-05,2,4,0,2,2.0,10,1,28.001103605833332,2,2,6999.0,6999.0,0
434,2026-05-05,1,2,0,0,,3,1,294.49420630416665,2,2,10332.333333333334,0.0,0
435,2026-05-05,2,6,0,0,,8,2,62.75121005083333,3,2,7499.0,0.0,0
436,2026-05-05,2,5,0,0,,7,2,698.7189361552778,1,1,6999.0,0.0,0
437,2026-05-05,4,8,3,3,1.0,19,4,327.07830229388884,1,1,4999.0,4999.0,0
438,2026-05-05,3,6,1,0,,10,3,364.7414554880556,1,1,6999.0,0.0,0
439,2026-05-05,3,6,1,0,,10,3,475.75485659583336,2,2,5399.0,0.0,0
440,2026-05-05,4,10,3,4,3.0,24,5,263.88957831416667,1,1,6999.0,6999.0,0
441,2026-05-05,5,9,1,0,,15,5,149.0615912138889,2,2,6065.666666666667,0.0,0
442,2026-05-05,5,11,0,0,,16,5,83.37319474916666,3,3,5374.0,0.0,0
443,2026-05-05,1,3,0,0,,4,1,985.0581467269444,3,2,9499.0,0.0,0
444,2026-05-05,1,3,0,0,,4,1,1039.1187574927778,1,1,4999.0,0.0,0
445,2026-05-05,3,6,1,3,3.0,16,4,623.7055830708333,3,3,7124.0,7665.666666666667,0
446,2026-05-05,4,10,2,2,1.0,19,4,316.85808329055556,3,2,10472.684210526315,10999.0,0
447,2026-05-05,2,5,0,0,,7,2,86.161522565,2,2,5570.428571428572,0.0,0
448,2026-05-05,1,2,0,0,,3,1,601.0487757433334,1,1,8999.0,0.0,0
449,2026-05-05,5,10,1,5,3.0,24,5,212.0137020236111,2,2,5249.0,5399.0,0
450,2026-05-05,1,2,0,0,,3,1,602.7710776122223,1,1,4999.0,0.0,0
451,2026-05-05,2,2,0,0,,4,2,907.241971935,1,1,6999.0,0.0,0
452,2026-05-05,2,3,1,0,,6,2,114.04958234222222,2,1,10999.0,0.0,0
453,2026-05-05,1,1,1,0,,3,1,364.9473907711111,1,1,4999.0,0.0,0
454,2026-05-05,1,1,0,0,,2,1,147.04605851472223,1,1,12999.0,0.0,0
455,2026-05-05,1,2,1,0,,4,1,834.3918940961112,1,1,6999.0,0.0,0
456,2026-05-05,3,3,1,1,,8,3,561.2969573591666,1,1,4999.0,4999.0,0
457,2026-05-05,1,3,0,0,,4,1,598.0504004697223,1,1,6999.0,0.0,0
458,2026-05-05,2,4,1,0,,7,2,93.15438310416666,2,1,10713.285714285714,0.0,0
459,2026-05-05,3,4,1,0,,8,3,276.6993230475,3,2,10499.0,0.0,0
460,2026-05-05,1,2,0,0,,3,1,1044.0818560291666,2,1,10332.333333333334,0.0,0
461,2026-05-05,1,1,0,0,,2,1,691.1762265352778,1,1,4999.0,0.0,0
462,2026-05-05,2,4,0,0,,6,2,980.8840017052777,1,1,6999.0,0.0,0
463,2026-05-05,1,1,0,0,,2,1,590.7899254575001,1,1,12999.0,0.0,0
464,2026-05-05,3,5,2,0,,10,3,281.2993018969444,2,2,8799.0,0.0,0
466,2026-05-05,3,5,1,0,,9,3,381.24655929361114,2,2,5443.444444444444,0.0,0
467,2026-05-05,2,4,0,0,,6,3,185.25622841055556,1,1,6999.0,0.0,0
468,2026-05-05,1,3,0,0,,4,1,677.3702964583333,2,1,9999.0,0.0,0
469,2026-05-05,4,10,1,0,,15,4,210.21648968305556,2,1,9532.333333333334,0.0,0
470,2026-05-05,2,5,1,2,,10,2,550.5553504013889,2,2,9999.0,9999.0,0
471,2026-05-05,2,5,1,2,1.0,11,2,168.36495936027777,1,1,6999.0,6999.0,0
472,2026-05-05,2,4,0,0,,6,2,459.3726632088889,1,1,6999.0,0.0,0
473,2026-05-05,3,4,1,0,,8,3,353.16128768916667,2,2,6249.0,0.0,0
476,2026-05-05,1,3,0,0,,4,1,1005.7181844427778,2,2,8499.0,0.0,0
477,2026-05-05,1,3,0,1,,5,1,24.027427948055557,3,3,6999.0,6999.0,0
478,2026-05-05,4,10,0,0,,14,4,498.7844321772222,3,3,8427.57142857143,0.0,0
479,2026-05-05,3,6,0,0,,9,3,488.25014460999995,2,1,10776.777777777777,0.0,0
480,2026-05-05,3,7,1,0,,11,3,571.7574907019444,1,1,4999.0,0.0,0
481,2026-05-05,3,8,1,0,,12,3,15.93059611638889,1,1,4999.0,0.0,0
482,2026-05-05,2,4,0,0,,6,2,458.09883683777775,1,1,6999.0,0.0,0
483,2026-05-05,2,4,2,1,,9,2,244.91497922222223,1,1,4999.0,4999.0,0
484,2026-05-05,1,3,0,0,,4,1,199.3313757961111,1,1,8999.0,0.0,0
485,2026-05-05,5,12,1,0,,18,6,70.01027032611111,4,3,7554.555555555556,0.0,0
486,2026-05-05,1,3,0,0,,4,1,429.9594092386111,1,1,6999.0,0.0,0
487,2026-05-05,1,1,0,0,,2,1,1060.004073381111,1,1,8999.0,0.0,0
488,2026-05-05,2,2,0,0,,4,2,532.5405722391666,1,1,4999.0,0.0,0
489,2026-05-05,2,3,0,0,,5,2,89.61704959305557,1,1,6999.0,0.0,0
490,2026-05-05,3,6,0,0,,9,3,405.7161128494444,2,1,11665.666666666666,0.0,0
491,2026-05-05,6,11,3,6,6.0,32,6,49.01645063333333,1,1,4999.0,4999.0,0
492,2026-05-05,3,4,0,0,,7,3,367.64176976,2,2,9570.42857142857,0.0,0
493,2026-05-05,3,7,3,1,,14,3,50.47247959972223,1,1,6999.0,6999.0,0
494,2026-05-05,3,4,1,0,,8,3,6.597279133055555,2,1,11499.0,0.0,0
496,2026-05-05,2,2,0,0,,4,2,64.39031035611112,1,1,4999.0,0.0,0
497,2026-05-05,3,6,0,0,,9,3,161.14358593083332,2,1,12110.111111111111,0.0,0
498,2026-05-05,2,3,0,0,,5,2,156.04190025166668,1,1,4999.0,0.0,0
499,2026-05-05,1,2,0,0,,3,1,370.3391954747222,1,1,6999.0,0.0,0
5,2026-05-12,3,6,1,0,,10,3,352.39633481416666,4,3,7199.0,0.0,0
6,2026-05-12,3,6,1,0,,10,3,30.94405424333333,2,2,7599.0,0.0,0
7,2026-05-12,2,3,0,2,2.0,9,2,390.3223020538889,2,2,5887.888888888889,5999.0,0
8,2026-05-12,2,4,2,0,,8,2,142.69938928861112,2,1,11999.0,0.0,0
9,2026-05-12,2,4,1,0,,7,2,730.3884253577778,2,1,11284.714285714286,0.0,0
10,2026-05-12,1,2,0,0,,3,1,15.374630416944443,1,1,6999.0,0.0,0
12,2026-05-12,2,6,0,0,,8,2,960.6255626233334,2,2,5999.0,0.0,0
13,2026-05-12,3,5,3,0,,11,3,304.58077661361114,2,2,7544.454545454545,0.0,0
14,2026-05-12,2,6,0,0,,8,2,281.2974029494444,1,1,4999.0,0.0,0
15,2026-05-12,3,5,0,3,2.0,13,3,303.57545427416665,3,2,5922.076923076923,4999.0,0
16,2026-05-12,1,3,0,0,,4,1,179.85963944833335,2,2,5499.0,0.0,0
18,2026-05-12,2,5,0,0,,7,2,30.598090782222222,2,2,12141.857142857143,0.0,0
19,2026-05-12,3,5,2,0,,10,2,442.43070990138887,2,2,6199.0,0.0,0
20,2026-05-12,4,6,3,0,,13,4,302.4818501588889,4,3,9768.23076923077,0.0,0
21,2026-05-12,1,2,0,0,,3,1,1047.6798929652778,2,1,10332.333333333334,0.0,0
22,2026-05-12,3,5,2,3,3.0,16,3,275.05958435055555,3,2,10124.0,10332.333333333334,0
23,2026-05-12,4,7,1,0,,12,4,323.74762958805553,2,2,5999.0,0.0,0
24,2026-05-12,2,4,0,0,,6,2,112.3529337325,2,1,10332.333333333334,0.0,0
25,2026-05-12,5,6,1,0,,12,5,142.67139983777778,2,2,6665.666666666667,0.0,0
26,2026-05-12,3,6,3,1,,13,3,235.3571492875,1,1,4999.0,4999.0,0
27,2026-05-12,3,4,0,0,,7,3,672.1147641530555,3,3,8141.857142857143,0.0,0
28,2026-05-12,3,7,1,0,,11,2,38.21120318277778,3,3,7362.636363636364,0.0,0
29,2026-05-12,1,2,1,0,,4,1,121.07830799083334,1,1,6999.0,0.0,0
30,2026-05-12,3,5,1,0,,9,3,786.3983376475001,2,2,6554.555555555556,0.0,0
31,2026-05-12,4,7,2,3,,16,4,948.3418727769443,3,2,10124.0,10332.333333333334,0
32,2026-05-12,1,2,1,0,,4,1,813.1114967402779,2,2,7499.0,0.0,0
33,2026-05-12,2,2,2,1,,7,2,807.6218509363889,2,2,7856.142857142857,6999.0,0
34,2026-05-12,2,2,1,0,,5,2,719.488133526389,2,2,6199.0,0.0,0
35,2026-05-12,2,4,1,0,,7,2,281.5480013288889,2,2,6713.285714285715,0.0,0
36,2026-05-12,3,7,1,1,,12,3,570.8723961408333,3,3,7332.333333333333,6999.0,0
37,2026-05-12,3,4,2,0,,9,2,50.934488523888895,1,1,4999.0,0.0,0
38,2026-05-12,1,3,1,0,,5,1,683.9973959552777,2,1,12199.0,0.0,0
39,2026-05-12,3,7,2,1,1.0,14,3,195.0334312113889,1,1,4999.0,4999.0,0
41,2026-05-12,3,6,0,0,,9,3,310.2786703025,2,2,8776.777777777777,0.0,0
43,2026-05-12,2,4,1,1,,8,2,608.5121360072222,3,2,11249.0,12999.0,0
44,2026-05-12,3,7,0,0,,10,3,459.5623419583333,1,1,4999.0,0.0,0
45,2026-05-12,1,1,0,0,,2,1,1298.890001637778,1,1,8999.0,0.0,0
46,2026-05-12,3,9,0,0,,12,3,54.596397536666665,3,2,9665.666666666666,0.0,0
47,2026-05-12,3,7,0,0,,10,3,107.2595660461111,3,3,6799.0,0.0,0
48,2026-05-12,2,3,0,0,,5,2,369.4638663605555,2,2,8199.0,0.0,0
49,2026-05-12,3,9,2,0,,14,3,474.35311453111115,2,2,5284.714285714285,0.0,0
50,2026-05-12,1,1,0,0,,2,1,1154.6223967847222,1,1,6999.0,0.0,0
51,2026-05-12,4,11,0,0,,15,4,209.60223811083335,3,2,10332.333333333334,0.0,0
52,2026-05-12,3,7,2,1,,13,3,457.73346676166665,3,2,9460.538461538461,8999.0,0
53,2026-05-12,4,9,0,0,,13,4,412.9625699625,2,2,5306.692307692308,0.0,0
54,2026-05-12,1,3,0,0,,4,1,600.5936031877777,3,2,10499.0,0.0,0
55,2026-05-12,1,3,0,0,,4,1,734.3243529541667,1,1,4999.0,0.0,0
56,2026-05-12,3,5,0,0,,8,3,1140.8187709219444,2,2,5999.0,0.0,0
57,2026-05-12,2,2,2,0,,6,2,100.26475701,1,1,4999.0,0.0,0
58,2026-05-12,1,3,1,0,,5,1,860.6326997080555,1,1,4999.0,0.0,0
59,2026-05-12,1,1,0,0,,2,1,178.80772635472223,1,1,12999.0,0.0,0
60,2026-05-12,3,7,2,1,,13,3,96.41100944333333,1,1,4999.0,4999.0,0
61,2026-05-12,2,2,0,0,,4,2,302.88768119444444,2,2,7999.0,0.0,0
62,2026-05-12,1,3,0,0,,4,1,524.9783413794445,1,1,4999.0,0.0,0
64,2026-05-12,3,7,1,2,,13,3,94.45907004944445,1,1,4999.0,4999.0,0
65,2026-05-12,2,5,0,0,,7,2,449.9934022116667,3,2,8141.857142857143,0.0,0
66,2026-05-12,2,4,1,1,,8,2,677.9333045333333,2,2,8499.0,6999.0,0
67,2026-05-12,2,6,1,0,,9,2,103.76346160888889,2,1,11221.222222222223,0.0,0
68,2026-05-12,2,3,0,0,,5,2,477.79220081,2,1,11399.0,0.0,0
70,2026-05-12,3,4,0,0,,7,3,188.7814915847222,1,1,6999.0,0.0,0
71,2026-05-12,3,6,2,3,3.0,17,2,14.724956950277779,1,1,6999.0,6999.0,0
72,2026-05-12,2,3,0,0,,5,2,579.2279058038889,2,2,8199.0,0.0,0
73,2026-05-12,4,7,1,0,,12,4,152.99006530472224,2,2,5165.666666666667,0.0,0
74,2026-05-12,5,9,0,0,,14,4,329.4326871458333,3,3,6999.0,0.0,0
75,2026-05-12,4,9,4,1,,18,4,899.5666067344445,4,3,8665.666666666666,8999.0,0
76,2026-05-12,2,4,0,0,,6,2,94.83597181972223,2,2,8999.0,0.0,0
77,2026-05-12,3,6,2,0,,11,3,363.47377617527775,2,2,7544.454545454545,0.0,0
78,2026-05-12,3,7,0,0,,10,3,265.9420787033333,3,3,5999.0,0.0,0
79,2026-05-12,3,5,2,0,,10,3,509.22453067583336,2,2,7599.0,0.0,0
80,2026-05-12,4,10,2,0,,16,4,97.83120713944444,3,3,7249.0,0.0,0
81,2026-05-12,2,4,1,0,,7,2,458.1859905291667,2,2,5570.428571428572,0.0,0
82,2026-05-12,4,8,3,1,,16,4,991.7677550155555,3,2,11624.0,12999.0,0
83,2026-05-12,2,6,0,0,,8,2,207.01231735694446,3,2,9999.0,0.0,0
84,2026-05-12,3,5,2,1,,11,2,458.6821633372222,2,2,5726.272727272727,4999.0,0
85,2026-05-12,1,2,0,1,1.0,5,1,79.15575827055555,2,2,6599.0,4999.0,0
86,2026-05-12,6,14,2,0,,22,6,100.72098802388888,2,2,5726.272727272727,0.0,0
87,2026-05-12,3,7,0,0,,10,3,222.48884730722222,1,1,6999.0,0.0,0
88,2026-05-12,1,1,1,1,,4,1,15.765396308888889,1,1,6999.0,6999.0,0
89,2026-05-12,2,3,0,0,,5,2,354.89305513,1,1,4999.0,0.0,0
90,2026-05-12,1,1,0,0,,2,1,656.8104170941666,1,1,8999.0,0.0,0
91,2026-05-12,1,3,0,0,,4,1,205.82859999222222,3,2,8999.0,0.0,0
92,2026-05-12,1,2,0,0,,3,1,969.1367275438888,1,1,8999.0,0.0,0
93,2026-05-12,3,7,0,3,2.0,15,3,929.8246448616667,2,2,8599.0,8999.0,0
94,2026-05-12,3,4,1,0,,8,3,73.91114651111111,2,2,5999.0,0.0,0
95,2026-05-12,4,5,2,0,,11,4,230.84826175083333,4,3,7362.636363636364,0.0,0
97,2026-05-12,4,8,1,0,,13,4,192.46161647833333,3,2,9922.076923076924,0.0,0
98,2026-05-12,1,2,0,0,,3,1,956.9746956369445,1,1,6999.0,0.0,0
99,2026-05-12,3,8,1,0,,12,2,416.3356803855555,1,1,6999.0,0.0,0
100,2026-05-12,2,3,1,0,,6,2,555.9583892447222,2,2,5665.666666666667,0.0,0
101,2026-05-12,6,13,4,2,,25,6,256.6815874927778,2,1,11559.0,10999.0,0
102,2026-05-12,3,4,3,3,2.0,15,3,399.7015141436111,2,2,5265.666666666667,4999.0,1
103,2026-05-12,4,6,1,0,,11,4,13.913994935,2,2,8635.363636363636,0.0,0
104,2026-05-12,2,5,0,0,,7,2,1174.1187091283334,2,2,7570.428571428572,0.0,0
105,2026-05-12,4,10,2,1,,17,4,56.93486737027778,3,2,11822.529411764706,12999.0,0
106,2026-05-12,2,2,1,0,,5,2,282.4163135675,1,1,6999.0,0.0,0
107,2026-05-12,3,8,0,0,,11,3,412.8976097052778,2,2,6635.363636363636,0.0,0
108,2026-05-12,4,9,0,0,,13,4,15.639731388611112,2,1,10845.153846153846,0.0,0
109,2026-05-12,2,5,0,0,,7,2,491.23669098444446,2,2,5284.714285714285,0.0,0
110,2026-05-12,3,4,1,0,,8,3,286.3021327941667,1,1,4999.0,0.0,0
111,2026-05-12,2,4,1,0,,7,2,630.3209848780555,3,2,9856.142857142857,0.0,0
112,2026-05-12,3,6,2,0,,11,3,332.31581498833333,2,2,5726.272727272727,0.0,0
113,2026-05-12,5,9,1,5,4.0,24,5,150.27168413638887,3,2,9499.0,9799.0,0
114,2026-05-12,6,13,1,0,,20,6,250.0568180761111,2,1,11199.0,0.0,0
115,2026-05-12,1,1,0,0,,2,1,120.46313592972223,1,1,6999.0,0.0,0
116,2026-05-12,3,6,0,0,,9,3,329.14451907583333,1,1,6999.0,0.0,0
118,2026-05-12,4,7,3,1,,15,4,104.24799300944444,2,2,7132.333333333333,4999.0,0
119,2026-05-12,4,8,0,0,,12,4,120.6997497713889,2,1,10332.333333333334,0.0,0
120,2026-05-12,2,4,0,0,,6,2,686.0725245897222,3,2,8665.666666666666,0.0,0
121,2026-05-12,2,4,0,0,,6,1,828.3366426869444,2,2,6332.333333333333,0.0,0
122,2026-05-12,1,2,0,0,,3,1,517.2991041980556,1,1,6999.0,0.0,0
123,2026-05-12,2,5,1,0,,8,2,798.0172310980555,1,1,6999.0,0.0,0
124,2026-05-12,2,4,0,0,,6,2,467.4134589361111,1,1,6999.0,0.0,0
125,2026-05-12,2,3,1,1,,7,2,798.9142771408333,1,1,6999.0,6999.0,0
126,2026-05-12,3,6,1,0,,10,3,485.5031727363889,2,2,5599.0,0.0,0
127,2026-05-12,2,2,1,0,,5,2,336.93557199972224,1,1,4999.0,0.0,0
128,2026-05-12,4,7,2,1,,14,4,18.60397382472222,2,1,12141.857142857143,12999.0,0
129,2026-05-12,3,6,2,0,,11,3,875.4269563683333,2,2,8089.909090909091,0.0,0
130,2026-05-12,2,5,1,0,,8,2,321.8273983172223,3,2,11499.0,0.0,0
132,2026-05-12,1,2,1,1,1.0,6,1,102.03417513305556,1,1,4999.0,4999.0,0
133,2026-05-12,1,2,1,1,,5,1,1065.063447636111,2,2,5399.0,4999.0,1
135,2026-05-12,2,2,1,0,,5,2,66.79982869111112,2,1,11399.0,0.0,0
136,2026-05-12,1,2,1,0,,4,1,978.6362357986111,1,1,4999.0,0.0,0
137,2026-05-12,3,4,0,3,2.0,12,3,202.3372024541667,1,1,4999.0,4999.0,0
138,2026-05-12,2,6,1,0,,9,2,60.72946397055556,2,2,6554.555555555556,0.0,0
139,2026-05-12,3,7,0,0,,10,3,254.72406950055557,1,1,6999.0,0.0,0
140,2026-05-12,3,5,0,0,,8,3,181.67676172916669,1,1,4999.0,0.0,0
141,2026-05-12,3,5,0,0,,8,2,773.4774789527778,2,2,6749.0,0.0,0
142,2026-05-12,4,9,2,4,3.0,22,4,553.8829014644444,3,3,6635.363636363636,6499.0,0
143,2026-05-12,2,5,2,0,,9,2,144.58372153972223,1,1,6999.0,0.0,0
144,2026-05-12,2,3,1,1,1.0,8,2,768.0747439591667,2,2,6249.0,6999.0,0
145,2026-05-12,5,9,4,2,,20,5,136.04045289555555,3,2,11199.0,10999.0,0
146,2026-05-12,3,5,2,3,3.0,16,3,413.1426074491667,1,1,4999.0,4999.0,0
148,2026-05-12,3,7,1,0,,11,4,47.510071673333336,1,1,4999.0,0.0,0
149,2026-05-12,3,7,0,0,,10,3,150.6941204486111,3,2,8399.0,0.0,0
150,2026-05-12,2,6,0,0,,8,2,153.6655707263889,2,2,5249.0,0.0,0
151,2026-05-12,1,3,0,0,,4,1,1001.6037801125,2,1,11999.0,0.0,0
152,2026-05-12,1,2,0,0,,3,1,1080.670629478889,2,2,6332.333333333333,0.0,0
153,2026-05-12,2,5,0,0,,7,2,717.2281780322222,2,1,10713.285714285714,0.0,0
154,2026-05-12,1,2,1,0,,4,1,1285.978018893889,1,1,6999.0,0.0,0
155,2026-05-12,2,2,0,0,,4,2,1041.2366217872222,2,2,5999.0,0.0,0
156,2026-05-12,1,1,1,1,,4,1,913.4822605741667,1,1,6999.0,6999.0,0
157,2026-05-12,6,9,2,6,5.0,28,6,116.26537802388889,3,3,5570.428571428572,5332.333333333333,0
158,2026-05-12,2,5,1,0,,8,2,131.85588505555555,1,1,12999.0,0.0,0
160,2026-05-12,1,2,0,0,,3,1,193.60826334805554,1,1,6999.0,0.0,0
161,2026-05-12,3,6,0,0,,9,3,130.50176885694444,1,1,4999.0,0.0,0
162,2026-05-12,3,6,1,3,3.0,16,3,57.32043759361111,2,2,5999.0,6332.333333333333,0
163,2026-05-12,2,3,0,1,,6,2,430.19061486694443,1,1,8999.0,8999.0,0
164,2026-05-12,5,9,3,5,3.0,25,4,335.5584140691667,2,2,7719.0,8199.0,0
165,2026-05-12,2,4,2,2,2.0,12,2,25.45740798611111,3,2,7332.333333333333,6999.0,0
166,2026-05-12,8,17,6,8,6.0,45,8,60.153994393611114,3,3,7132.333333333333,6999.0,0
167,2026-05-12,3,5,3,0,,11,3,107.42128481972222,3,2,10271.727272727272,0.0,0
168,2026-05-12,5,11,3,5,4.0,28,5,130.84385149972223,2,2,7284.714285714285,8199.0,0
169,2026-05-12,2,3,0,0,,5,2,881.6580606883333,1,1,8999.0,0.0,0
170,2026-05-12,4,8,0,0,,12,4,175.69648178583336,2,1,11999.0,0.0,0
171,2026-05-12,4,10,2,2,1.0,19,4,143.4027941936111,3,2,7525.315789473684,6999.0,0
172,2026-05-12,3,8,0,0,,11,3,85.38018226527777,3,2,7726.272727272727,0.0,0
173,2026-05-12,2,4,0,0,,6,2,498.0379489072222,2,2,7999.0,0.0,0
175,2026-05-12,4,9,1,0,,14,4,822.7275059113889,3,2,10427.57142857143,0.0,0
176,2026-05-12,3,7,3,1,,14,3,11.752689905833334,1,1,4999.0,4999.0,0
177,2026-05-12,5,8,2,0,,15,5,170.89231245222223,1,1,4999.0,0.0,0
178,2026-05-12,3,5,1,0,,9,3,371.1585500436111,3,2,9443.444444444445,0.0,0
179,2026-05-12,2,5,0,0,,7,2,241.40972892833332,1,1,6999.0,0.0,0
180,2026-05-12,3,6,0,0,,9,4,262.0872609102778,1,1,4999.0,0.0,0
181,2026-05-12,3,6,0,0,,9,3,392.1176911613889,3,2,8110.111111111111,0.0,0
182,2026-05-12,1,1,0,0,,2,1,487.5569889597222,1,1,12999.0,0.0,0
183,2026-05-12,2,4,0,0,,6,2,621.4576026330556,2,2,5665.666666666667,0.0,0
184,2026-05-12,3,5,1,0,,9,3,64.50572158583333,2,2,5443.444444444444,0.0,0
185,2026-05-12,4,6,2,0,,12,4,413.6318354086111,2,1,9999.0,0.0,0
186,2026-05-12,1,1,1,0,,3,1,1311.1170364477778,1,1,6999.0,0.0,0
187,2026-05-12,3,6,2,0,,11,3,291.03352646972223,2,2,5362.636363636364,0.0,0
189,2026-05-12,2,4,1,0,,7,2,110.94505146777777,2,2,7570.428571428572,0.0,0
190,2026-05-12,3,8,1,0,,12,3,292.36628476277775,3,3,7332.333333333333,0.0,0
191,2026-05-12,1,3,0,0,,4,1,1041.1656175869446,1,1,6999.0,0.0,0
193,2026-05-12,4,9,2,0,,15,3,123.74544642222222,3,2,6865.666666666667,0.0,0
